"country","city","street","housenumber"
"","Yerevan","Ադանայի փողոց","2"
"","Yerevan","Ադանայի փողոց","29"
"","Yerevan","Ադանայի փողոց","30"
"","Yerevan","Ադանայի փողոց","43"
"","Yerevan","Ադանայի փողոց","44"
"","Yerevan","Ադանայի փողոց","45"
"","Yerevan","Ադանայի փողոց","46"
"","Yerevan","Ադանայի փողոց","47"
"","Yerevan","Ադանայի փողոց","48"
"","Yerevan","Ադանայի փողոց","49"
"","Yerevan","Ադանայի փողոց","50"
"","Yerevan","Ադանայի փողոց","51a"
"","Yerevan","Ադանայի փողոց","52"
"","Yerevan","Ադանայի փողոց","54"
"","Yerevan","Ադանայի փողոց","56"
"","Yerevan","Ադանայի փողոց","58"
"","Yerevan","Ադանայի փողոց","60"
"","Yerevan","Ադանայի փողոց","61"
"","Yerevan","Ադանայի փողոց","63"
"","Yerevan","Ադանայի փողոց","65"
"","Yerevan","Ադանայի փողոց","66"
"","Yerevan","Ադանայի փողոց","67"
"","Yerevan","Ադանայի փողոց","68"
"","Yerevan","Ադանայի փողոց","69"
"","Yerevan","Ադանայի փողոց","70"
"","Yerevan","Ադանայի փողոց","71"
"","Yerevan","Ադանայի փողոց","72"
"","Yerevan","Ադանայի փողոց","73"
"","Yerevan","Ադանայի փողոց","74"
"","Yerevan","Ադանայի փողոց","75"
"","Yerevan","Ադանայի փողոց","76"
"","Yerevan","Ադանայի փողոց","77"
"","Yerevan","Ադանայի փողոց","78"
"","Yerevan","Ադանայի փողոց","79"
"","Yerevan","Ադանայի փողոց","80"
"","Yerevan","Ադանայի փողոց","81"
"","Yerevan","Ադանայի փողոց","87"
"","Yerevan","Ադանայի փողոց","89"
"","Yerevan","Ավան 3-րդ փողոց","1"
"","Yerevan","Ավան 3-րդ փողոց","10"
"","Yerevan","Ավան 3-րդ փողոց","11"
"","Yerevan","Ավան 3-րդ փողոց","12"
"","Yerevan","Ավան 3-րդ փողոց","14"
"","Yerevan","Ավան 3-րդ փողոց","2"
"","Yerevan","Ավան 3-րդ փողոց","3"
"","Yerevan","Ավան 3-րդ փողոց","5"
"","Yerevan","Ավան 3-րդ փողոց","7"
"","Yerevan","Ավան 3-րդ փողոց","8"
"","Yerevan","Ավան 3-րդ փողոց","9"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","1"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","1a"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","2"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","3"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","4"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","5"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","6"
"","Yerevan","Ավան 4-րդ փողոց 1-ին նրբանցք","8"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","1"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","11"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","13"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","15"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","17"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","3"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","5"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","7"
"","Yerevan","Ավան 6֊րդ փողոց 1ին նրբանցք","9"
"","Yerevan","Ավան 6֊րդ փողոց","47"
"","Yerevan","Արամի փողոց","70"
"","Yerevan","Արարատյան փողոց","76"
"","Yerevan","Արշակունյաց պողոտա","127"
"","Yerevan","Արշակունյաց պողոտա","17"
"","Yerevan","Արշակունյաց պողոտա","25"
"","Yerevan","Արշակունյաց պողոտա","252"
"","Yerevan","Արշակունյաց պողոտա","254"
"","Yerevan","Արշակունյաց պողոտա","270"
"","Yerevan","Արշակունյաց պողոտա","270/1"
"","Yerevan","Արշակունյաց պողոտա","270/2"
"","Yerevan","Արշակունյաց պողոտա","270/5"
"","Yerevan","Արշակունյաց պողոտա","278"
"","Yerevan","Արշակունյաց պողոտա","39"
"","Yerevan","Արշակունյաց պողոտա","57"
"","Yerevan","Արշակունյաց պողոտա","73a"
"","Yerevan","Արշակունյաց պողոտա","75a"
"","Yerevan","Արշակունյաց պողոտա","77"
"","Yerevan","Արտաշիսյան փողոց","30"
"","Yerevan","Արտաշիսյան փողոց","32"
"","Yerevan","Արտաշիսյան փողոց","34"
"","Yerevan","Արտաշիսյան փողոց","36"
"","Yerevan","Արտաշիսյան փողոց","38"
"","Yerevan","Բորիս Պիոտրովսկու փողոց","4"
"","Yerevan","Բորիս Պիոտրովսկու փողոց","6"
"","Yerevan","Բուդապեշտի փողոց","10"
"","Yerevan","Բուդապեշտի փողոց","12"
"","Yerevan","Բուդապեշտի փողոց","14"
"","Yerevan","Բուդապեշտի փողոց","15"
"","Yerevan","Բուդապեշտի փողոց","16"
"","Yerevan","Բուդապեշտի փողոց","18"
"","Yerevan","Բուդապեշտի փողոց","2"
"","Yerevan","Բուդապեշտի փողոց","2/1"
"","Yerevan","Բուդապեշտի փողոց","20"
"","Yerevan","Բուդապեշտի փողոց","22"
"","Yerevan","Բուդապեշտի փողոց","24"
"","Yerevan","Բուդապեշտի փողոց","25"
"","Yerevan","Բուդապեշտի փողոց","29"
"","Yerevan","Բուդապեշտի փողոց","31"
"","Yerevan","Բուդապեշտի փողոց","33"
"","Yerevan","Բուդապեշտի փողոց","35"
"","Yerevan","Բուդապեշտի փողոց","37"
"","Yerevan","Բուդապեշտի փողոց","39"
"","Yerevan","Բուդապեշտի փողոց","41"
"","Yerevan","Բուդապեշտի փողոց","43"
"","Yerevan","Բուդապեշտի փողոց","45"
"","Yerevan","Բուդապեշտի փողոց","49"
"","Yerevan","Բուդապեշտի փողոց","51"
"","Yerevan","Բուդապեշտի փողոց","53"
"","Yerevan","Բուդապեշտի փողոց","55"
"","Yerevan","Բուդապեշտի փողոց","57"
"","Yerevan","Բուդապեշտի փողոց","59"
"","Yerevan","Բուդապեշտի փողոց","61"
"","Yerevan","Բուդապեշտի փողոց","63"
"","Yerevan","Բուդապեշտի փողոց","65"
"","Yerevan","Բուդապեշտի փողոց","67"
"","Yerevan","Բուդապեշտի փողոց","69"
"","Yerevan","Բուդապեշտի փողոց","71"
"","Yerevan","Բուդապեշտի փողոց","77"
"","Yerevan","Բուդապեշտի փողոց","77a"
"","Yerevan","Բուդապեշտի փողոց","79"
"","Yerevan","Բուդապեշտի փողոց","8"
"","Yerevan","Բուդապեշտի փողոց","85"
"","Yerevan","Բուդապեշտի փողոց","9"
"","Yerevan","Գարեգին Նժդեհի փողոց","12"
"","Yerevan","Գարեգին Նժդեհի փողոց","18"
"","Yerevan","Գարեգին Նժդեհի փողոց","20"
"","Yerevan","Գարեգին Նժդեհի փողոց","22"
"","Yerevan","Գարեգին Նժդեհի փողոց","23"
"","Yerevan","Գարեգին Նժդեհի փողոց","40"
"","Yerevan","Գորգագոծների փողոց","5/6"
"","Yerevan","Գորգագոծների փողոց","5/7"
"","Yerevan","Գորգագոծների փողոց","5/8"
"","Yerevan","Գորգագոծների փողոց","5/9"
"","Yerevan","Երվանդ Օտյանի փողոց","76"
"","Yerevan","Էզրաս Հասրաթյան փողոց","78/4"
"","Yerevan","Իսրայել Օրու փողոց","1"
"","Yerevan","Իսրայել Օրու փողոց","10"
"","Yerevan","Իսրայել Օրու փողոց","11"
"","Yerevan","Իսրայել Օրու փողոց","12"
"","Yerevan","Իսրայել Օրու փողոց","13"
"","Yerevan","Իսրայել Օրու փողոց","14"
"","Yerevan","Իսրայել Օրու փողոց","15"
"","Yerevan","Իսրայել Օրու փողոց","16"
"","Yerevan","Իսրայել Օրու փողոց","17"
"","Yerevan","Իսրայել Օրու փողոց","18"
"","Yerevan","Իսրայել Օրու փողոց","19"
"","Yerevan","Իսրայել Օրու փողոց","1a"
"","Yerevan","Իսրայել Օրու փողոց","2"
"","Yerevan","Իսրայել Օրու փողոց","20"
"","Yerevan","Իսրայել Օրու փողոց","21"
"","Yerevan","Իսրայել Օրու փողոց","22"
"","Yerevan","Իսրայել Օրու փողոց","23"
"","Yerevan","Իսրայել Օրու փողոց","24"
"","Yerevan","Իսրայել Օրու փողոց","25"
"","Yerevan","Իսրայել Օրու փողոց","26"
"","Yerevan","Իսրայել Օրու փողոց","27"
"","Yerevan","Իսրայել Օրու փողոց","28"
"","Yerevan","Իսրայել Օրու փողոց","29"
"","Yerevan","Իսրայել Օրու փողոց","3"
"","Yerevan","Իսրայել Օրու փողոց","30"
"","Yerevan","Իսրայել Օրու փողոց","30a"
"","Yerevan","Իսրայել Օրու փողոց","32"
"","Yerevan","Իսրայել Օրու փողոց","4"
"","Yerevan","Իսրայել Օրու փողոց","5"
"","Yerevan","Իսրայել Օրու փողոց","5a"
"","Yerevan","Իսրայել Օրու փողոց","6"
"","Yerevan","Իսրայել Օրու փողոց","7"
"","Yerevan","Իսրայել Օրու փողոց","8"
"","Yerevan","Իսրայել Օրու փողոց","9"
"","Yerevan","Լամբրոնի փողոց","10"
"","Yerevan","Լամբրոնի փողոց","12"
"","Yerevan","Լամբրոնի փողոց","12a"
"","Yerevan","Լամբրոնի փողոց","17"
"","Yerevan","Լամբրոնի փողոց","19"
"","Yerevan","Լամբրոնի փողոց","2"
"","Yerevan","Լամբրոնի փողոց","21"
"","Yerevan","Լամբրոնի փողոց","23"
"","Yerevan","Լամբրոնի փողոց","24"
"","Yerevan","Լամբրոնի փողոց","25"
"","Yerevan","Լամբրոնի փողոց","26"
"","Yerevan","Լամբրոնի փողոց","27"
"","Yerevan","Լամբրոնի փողոց","29"
"","Yerevan","Լամբրոնի փողոց","31"
"","Yerevan","Լամբրոնի փողոց","31b"
"","Yerevan","Լամբրոնի փողոց","4"
"","Yerevan","Լամբրոնի փողոց","41"
"","Yerevan","Լամբրոնի փողոց","43"
"","Yerevan","Լամբրոնի փողոց","45"
"","Yerevan","Լամբրոնի փողոց","47"
"","Yerevan","Լամբրոնի փողոց","8"
"","Yerevan","Լենինգրադյան փողոց","31/6"
"","Yerevan","Լենինգրադյան փողոց","31/8"
"","Yerevan","Լևոն Խաչիկյանի փողոց","14"
"","Yerevan","Խաղաղ Դոնի փողոց","138"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","29"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","31"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","33"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","35"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","37"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","38"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","40"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","42"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","44"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","46"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","48"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","50"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","52"
"","Yerevan","Ծերենցի 2-րդ նրբանցք","54"
"","Yerevan","Կարմիր Բլուր փողոց","12"
"","Yerevan","Կարմիր Բլուր փողոց","47"
"","Yerevan","Հովհաննիսյան փողոց","119"
"","Yerevan","Հովհաննիսյան փողոց","30"
"","Yerevan","Հովհաննիսյան փողոց","41"
"","Yerevan","Հովհաննիսյան փողոց","6"
"","Yerevan","Հովնաթանի փողոց","1"
"","Yerevan","Հովնաթանի փողոց","10"
"","Yerevan","Հովնաթանի փողոց","11"
"","Yerevan","Հովնաթանի փողոց","12"
"","Yerevan","Հովնաթանի փողոց","13"
"","Yerevan","Հովնաթանի փողոց","14"
"","Yerevan","Հովնաթանի փողոց","15"
"","Yerevan","Հովնաթանի փողոց","16"
"","Yerevan","Հովնաթանի փողոց","17"
"","Yerevan","Հովնաթանի փողոց","18"
"","Yerevan","Հովնաթանի փողոց","19"
"","Yerevan","Հովնաթանի փողոց","20"
"","Yerevan","Հովնաթանի փողոց","20a"
"","Yerevan","Հովնաթանի փողոց","21"
"","Yerevan","Հովնաթանի փողոց","23"
"","Yerevan","Հովնաթանի փողոց","25"
"","Yerevan","Հովնաթանի փողոց","27"
"","Yerevan","Հովնաթանի փողոց","29"
"","Yerevan","Հովնաթանի փողոց","3"
"","Yerevan","Հովնաթանի փողոց","31"
"","Yerevan","Հովնաթանի փողոց","32"
"","Yerevan","Հովնաթանի փողոց","32/1"
"","Yerevan","Հովնաթանի փողոց","33"
"","Yerevan","Հովնաթանի փողոց","4"
"","Yerevan","Հովնաթանի փողոց","5"
"","Yerevan","Հովնաթանի փողոց","6"
"","Yerevan","Հովնաթանի փողոց","7"
"","Yerevan","Հովնաթանի փողոց","8"
"","Yerevan","Հովնաթանի փողոց","9"
"","Yerevan","Հրաչյա Աճառյան փողոց 1-ին նրբանցք","1"
"","Yerevan","Հրաչյա Աճառյան փողոց 1-ին նրբանցք","2"
"","Yerevan","Հրաչյա Աճառյան փողոց 1-ին նրբանցք","4"
"","Yerevan","Հրաչյա Աճառյան փողոց","30"
"","Yerevan","Մալաթիայի փողոց","10"
"","Yerevan","Մալաթիայի փողոց","12"
"","Yerevan","Մալաթիայի փողոց","14"
"","Yerevan","Մալաթիայի փողոց","16"
"","Yerevan","Մալաթիայի փողոց","18"
"","Yerevan","Մալաթիայի փողոց","2"
"","Yerevan","Մալաթիայի փողոց","22"
"","Yerevan","Մալաթիայի փողոց","24"
"","Yerevan","Մալաթիայի փողոց","26"
"","Yerevan","Մալաթիայի փողոց","28"
"","Yerevan","Մալաթիայի փողոց","30"
"","Yerevan","Մալաթիայի փողոց","32"
"","Yerevan","Մալաթիայի փողոց","34"
"","Yerevan","Մալաթիայի փողոց","38"
"","Yerevan","Մալաթիայի փողոց","4"
"","Yerevan","Մալաթիայի փողոց","40"
"","Yerevan","Մալաթիայի փողոց","42"
"","Yerevan","Մալաթիայի փողոց","44"
"","Yerevan","Մալաթիայի փողոց","44a"
"","Yerevan","Մալաթիայի փողոց","48"
"","Yerevan","Մալաթիայի փողոց","48a"
"","Yerevan","Մալաթիայի փողոց","50"
"","Yerevan","Մալաթիայի փողոց","6"
"","Yerevan","Մալաթիայի փողոց","8"
"","Yerevan","Մայիսի 9-ի փողոց","13"
"","Yerevan","Մայիսի 9-ի փողոց","13/1"
"","Yerevan","Մայիսի 9-ի փողոց","15"
"","Yerevan","Մայիսի 9-ի փողոց","15/1"
"","Yerevan","Մանանդյան փողոց","24"
"","Yerevan","Մանուկյան փողոց","1"
"","Yerevan","Մանուկյան փողոց","11"
"","Yerevan","Մանուկյան փողոց","13"
"","Yerevan","Մանուկյան փողոց","15"
"","Yerevan","Մանուկյան փողոց","17"
"","Yerevan","Մանուկյան փողոց","18"
"","Yerevan","Մանուկյան փողոց","19"
"","Yerevan","Մանուկյան փողոց","19a"
"","Yerevan","Մանուկյան փողոց","20"
"","Yerevan","Մանուկյան փողոց","21"
"","Yerevan","Մանուկյան փողոց","22"
"","Yerevan","Մանուկյան փողոց","23"
"","Yerevan","Մանուկյան փողոց","24"
"","Yerevan","Մանուկյան փողոց","25"
"","Yerevan","Մանուկյան փողոց","26"
"","Yerevan","Մանուկյան փողոց","27"
"","Yerevan","Մանուկյան փողոց","28"
"","Yerevan","Մանուկյան փողոց","29"
"","Yerevan","Մանուկյան փողոց","3"
"","Yerevan","Մանուկյան փողոց","30"
"","Yerevan","Մանուկյան փողոց","36"
"","Yerevan","Մանուկյան փողոց","5"
"","Yerevan","Մանուկյան փողոց","6"
"","Yerevan","Մանուկյան փողոց","7"
"","Yerevan","Մանուկյան փողոց","9"
"","Yerevan","Մարշալ Բաղրամյանի պողոտա","24"
"","Yerevan","Մարքվարի փողոց","113"
"","Yerevan","Մարքվարի փողոց","85/1"
"","Yerevan","Մարքվարի փողոց","87"
"","Yerevan","Միքայելյան փողոց","3"
"","Yerevan","Մոլդովական փողոց","20"
"","Yerevan","Ներքին Շենգավիթ 10-րդ փողոց","10"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 1-ին փակ.","17"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակ.","23/1"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակ.","35"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակ.","45"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակ.","47"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակ.","47/1"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակ.","49"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց","52"
"","Yerevan","Ներքին Շենգավիթ 11-րդ փողոց","56"
